"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"num_quantile_diff_1","num_var45_ult3","f_diff_var_15_larger","var15_ratio","new_num_sum","imp_ent_var16_ult1","ind_var30","new_num_prcnt","new_ind_sum","f_diff_var_15_var_38","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var5","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","sald0_quantile_diff_2","var38","num_var22_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult1","saldo_medio_var5_ult3","0.841667","0.834152","0.814231","0.818666","0.836217","0.829785","0.831362","0.823866","0.819885","0.838962"
"nonzerocount.num","sald0_quantile_diff_3","var38","imp_op_var41_ult1","f_diff_var_15_var_36_less_60","new_ind_group5_sum","f_ratio_num_var42_saldo_var42","num_meses_var39_vig_ult3","f_diff_var_15_larger","num_var45_hace3","num_of_used","abs_f_diff_saldo_var5_42","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","new_ind_0_group5_sum","new_num_var30_0","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_30","0.836819","0.840214","0.836502","0.825948","0.816981","0.824993","0.835234","0.823204","0.832793","0.843605"
"num_var22_hace2","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","saldo_var5","new_num_sum","saldo_var30","num_var5","f_num_quan_70_sum_saldo","num_var45_hace3","ind_comb_rank","num_var30","var15","imp_op_var41_efect_ult1","imp_ent_var16_ult1","abs_f_ratio_num_var5_saldo_var5","new_num_var30_0","num_var30_0","nonzerocount.saldo","var38_ratio","f_diff_imp_op_var41_efect_comer_ult1","0.845076","0.844124","0.837092","0.821717","0.8235","0.830181","0.838933","0.828142","0.826897","0.847304"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","n0","num_med_var45_ult3","new_num_sum","f_diff_var_15_var_36_rank","var15_ratio","imp_trans_var37_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var30","ind_var30","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","max.saldo","saldo_medio_var5_ult3","var38_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_0_group5_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_medio_var5_ult1","0.829004","0.831881","0.825931","0.807802","0.819647","0.814565","0.838109","0.823439","0.832516","0.830634"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","f_diff_num_var30_4","var38_ratio","ind_var30","imp_op_var39_comer_ult1","abs_f_diff_saldo_medio_var5_ult13","ind_var5","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_8_ult11","new_num_prcnt","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_42","f_num_non_zero_sum_ind","saldo_medio_var5_hace3","num_var35","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","sald0_quantile_diff_3","num_var22_hace3","0.836886","0.807644","0.837054","0.820518","0.830453","0.805526","0.833649","0.820729","0.811868","0.842024"
"f_diff_var_15_var_36_cutpoint_smaller","new_num_var5_0","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_hace3","saldo_medio_var5_ult3","num_var45_ult1","new_ind_0_group5_sum","ind_var30","num_var4","var38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_num_var30_4","var38_ratio","new_num_sum","num_var30_0","f_diff_var_15_var_36_less_60","max.saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","0.839311","0.818174","0.836022","0.816503","0.818015","0.824986","0.835462","0.821125","0.828664","0.828467"
"f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","new_num_prcnt","new_ind_group5_sum","num_quantile_diff_3","f_diff_num_var22_ult3_num_med_var45_ult3","var15","abs_f_ratio_num_var30_saldo_var30","f_num_quan_70_sum_imp","ind_var5","num_var35","nonzerocount.saldo","saldo_var42","num_var45_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var8_ult1","ind_comb_rank","new_ind_var5_0","0.833097","0.82774","0.824039","0.810074","0.819431","0.81327","0.817349","0.806767","0.825788","0.834152"
"saldo_var5","num_var4","f_diff_var_15_var_36_cutpoint_smaller","num_var5","imp_op_var39_comer_ult1","saldo_medio_var8_ult1","new_ftr_ult1_ult3_ratio_num_var45","f_num_non_zero_sum_ind","num_var45_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_prcnt","num_var35","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","num_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","new_num_group5_prcnt","f_diff_var_15_var_36_rank","0.820278","0.837587","0.837189","0.823493","0.812787","0.808521","0.833547","0.805496","0.829266","0.841771"
"var15_ratio","saldo_medio_var5_ult1","new_ind_var30_0","var38_ratio","new_num_sum","saldo_var42","f_diff_saldo_medio_var5_8_ult11","new_num_group5_sum","abs_f_diff_saldo_medio_var5_8_ult11","var36","new_num_prcnt","saldo_medio_var5_hace3","nonzerocount.saldo","num_of_used","saldo_var8","new_ind_var5_0","ind_var5","abs_f_ratio_num_var5_saldo_var5","new_ind_sum","f_diff_var_15_larger","0.836614","0.836298","0.832013","0.810194","0.832702","0.824479","0.810691","0.806731","0.810294","0.843389"
"new_num_prcnt","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_ult3","new_ind_group5_sum","abs_f_diff_saldo_var5_30","var15_ratio","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_38","saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var35","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_larger","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","0.834758","0.833111","0.825423","0.818187","0.835334","0.825615","0.822961","0.824305","0.82407","0.844824"
"new_num_var8_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","max.saldo","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.saldo","num_med_var45_ult3","saldo_var42","saldo_medio_var5_hace2","sald0_quantile_diff_3","num_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","var15_ratio","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_sum","var15","0.831651","0.829583","0.829502","0.803404","0.825192","0.819585","0.824892","0.814051","0.824209","0.82067"
"new_num_group5_prcnt","imp_op_var41_efect_ult1","num_var42","var15_ratio","num_var35","nonzerocount.saldo","num_var30","saldo_var42","f_diff_var_15_var_38","saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","f_num_quan_70_sum_saldo","num_med_var22_ult3","num_meses_var5_ult3","saldo_var5","saldo_var30","num_var4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var39_vig_ult3","0.837781","0.830875","0.8371","0.823522","0.822013","0.817102","0.837658","0.827022","0.826352","0.84724"
"new_ind_var5_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_ratio_num_var5_saldo_var5","var38_ratio","ind_comb_rank","sald0_quantile_diff_2","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_30","new_num_sum","f_diff_num_var30_4","f_ratio_num_var42_saldo_var42","var15_ratio","saldo_medio_var5_ult3","new_ind_sum","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","imp_ent_var16_ult1","f_diff_var_15_var_38","f_diff_var_15_var_36_rank","0.837102","0.837469","0.832074","0.821944","0.834787","0.825033","0.834655","0.803296","0.805204","0.843029"
"new_num_prcnt","saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","sald0_quantile_diff_1","f_num_quan_70_sum_saldo","ind_var30","var15_ratio","n0","new_num_0_group5_sum","var38","saldo_medio_var5_ult3","num_quantile_diff_3","num_var30_0","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_medio_var5_8_ult11","0.840725","0.827525","0.834406","0.818087","0.836039","0.827041","0.836759","0.817996","0.832651","0.846194"
"n0","sald0_quantile_diff_2","new_num_group5_prcnt","saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var5_saldo_var5","var38_ratio","num_var30_0","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult1","sald0_quantile_diff_1","num_of_used","max.saldo","var38","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_rank","abs_f_ratio_num_var30_saldo_var30","0.836777","0.83788","0.835118","0.82205","0.81704","0.822916","0.832859","0.808738","0.803717","0.840662"
"abs_f_ratio_num_var30_saldo_var30","new_ind_var30_0","saldo_var42","saldo_medio_var5_ult1","abs_f_diff_num_var30_4","var38_ratio","saldo_var30","new_num_var30_0","num_med_var22_ult3","new_num_var5_0","new_num_prcnt","num_var4","nonzerocount.saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_8_ult11","var15_ratio","ind_comb_rank","saldo_medio_var5_ult3","new_ind_sum","0.844362","0.827393","0.818349","0.820579","0.834415","0.829306","0.837415","0.808454","0.821646","0.83986"
"f_ratio_num_var42_saldo_var42","f_diff_var_15_var_38","num_var35","nonzerocount.num","new_num_group5_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_0_group5_sum","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_var5_0","new_ind_group5_sum","new_ftr_ult1_ult3_ratio_num_var22","var15_ratio","f_diff_var_15_var_36_cutpoint_smaller","f_num_3_sum_num","f_diff_var_15_larger","imp_op_var41_efect_ult3","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var8_ult1","0.839853","0.83802","0.832276","0.818257","0.813917","0.829005","0.838717","0.807271","0.831231","0.84735"
"var15_ratio","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_42","num_med_var22_ult3","new_num_var30_0","saldo_var5","new_num_var5_0","new_ind_sum","new_num_group5_sum","abs_f_ratio_num_var5_saldo_var5","max.saldo","f_diff_num_var30_4","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_group5_sum","new_num_sum","var15","saldo_var30","0.825363","0.821452","0.825943","0.811128","0.819195","0.805787","0.822841","0.812525","0.816657","0.831162"
"new_num_var30_0","var15","abs_f_diff_saldo_medio_var5_8_ult11","num_of_used","f_diff_var_15_var_36_rank","num_var30","new_num_group5_sum","num_meses_var5_ult3","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_larger","ind_var5","num_var5","new_ind_var30_0","new_ind_sum","max.saldo","imp_op_var41_ult1","num_var22_ult1","imp_op_var39_comer_ult3","num_var4","num_med_var45_ult3","0.822897","0.836042","0.823979","0.805899","0.818121","0.810883","0.828392","0.804951","0.813545","0.839831"
"saldo_var42","new_num_0_group5_sum","ind_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_sum","num_quantile_diff_3","f_diff_num_var30_4","abs_f_ratio_num_var5_saldo_var5","abs_f_ratio_num_var30_saldo_var30","imp_op_var39_comer_ult1","new_num_prcnt","saldo_medio_var5_ult3","var38","f_diff_imp_op_var41_efect_comer_ult1","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_sum","var15_ratio","max.saldo","var36","0.834084","0.828795","0.827699","0.819007","0.826381","0.826801","0.824704","0.804972","0.82286","0.839731"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var38","abs_f_ratio_num_var30_saldo_var30","f_num_quan_70_sum_saldo","var36","num_meses_var5_ult3","nonzerocount.saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.num","imp_op_var41_ult1","num_var4","var15","new_num_group5_sum","num_var45_hace2","num_of_used","f_num_3_sum_num","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","ind_comb_rank","saldo_var5","0.833511","0.828974","0.829478","0.811698","0.835647","0.82785","0.835381","0.825165","0.833664","0.846893"
"saldo_var42","ind_var5","saldo_var5","f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_3_sum_num","num_var5","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_group5_prcnt","abs_f_diff_saldo_var5_42","f_diff_num_var30_4","nonzerocount.saldo","f_diff_num_var45_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_38","f_ratio_num_var42_saldo_var42","var36","f_diff_var_15_var_36_cutpoint_smaller","0.838828","0.837398","0.835218","0.800888","0.833865","0.82642","0.833032","0.808731","0.81649","0.844133"
"new_ind_0_group5_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","num_med_var45_ult3","saldo_var42","f_diff_var_15_var_38","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var30_4","var15_ratio","new_ftr_ult1_ult3_ratio_saldo_medio_var5","var15","imp_trans_var37_ult1","nonzerocount.saldo","num_quantile_diff_3","saldo_medio_var5_ult3","new_ind_var30_0","num_meses_var5_ult3","ind_var5","num_var35","0.816317","0.837324","0.833706","0.823824","0.833828","0.827272","0.834558","0.821565","0.829347","0.844531"
"abs_f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var5_saldo_var5","num_var22_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_ult1","num_var22_ult3","new_ind_var30_0","var36","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","0.830232","0.824417","0.821197","0.809962","0.820307","0.807532","0.820285","0.815703","0.817617","0.831553"
"saldo_var5","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","max.saldo","saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var5","num_of_used","new_ind_var30_0","saldo_var8","saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","var15","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_var30_0","f_diff_var_15_larger","imp_ent_var16_ult1","ind_var5","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_less_60","0.829104","0.835041","0.815341","0.81011","0.826664","0.804442","0.826659","0.805488","0.815747","0.837009"
"new_ftr_ult1_ult3_ratio_imp_op_var39_comer","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.saldo","var15","new_num_var30_0","f_diff_var_15_var_38","max.saldo","new_ind_var30_0","saldo_var30","ind_var5","var36","f_diff_var_15_var_36_less_60","num_med_var45_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_larger","num_var35","num_var30","0.837828","0.840643","0.827586","0.821781","0.822249","0.826561","0.83475","0.806606","0.818033","0.834041"
"num_meses_var5_ult3","new_ftr_ult1_ult3_ratio_num_var22","num_var45_hace2","new_ind_group5_sum","sald0_quantile_diff_3","imp_op_var41_comer_ult1","new_ind_var30_0","f_diff_var_15_var_38","abs_f_diff_saldo_var5_30","saldo_var42","saldo_medio_var5_ult3","imp_op_var41_efect_ult1","abs_f_ratio_num_var30_saldo_var30","var15","saldo_medio_var8_ult3","new_num_var30_0","f_diff_var_15_var_36_less_60","num_var45_ult1","num_var4","saldo_medio_var5_hace2","0.829947","0.82472","0.830117","0.820497","0.832299","0.831046","0.840564","0.824393","0.820852","0.841431"
"f_diff_var_15_var_38","new_ind_sum","saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var30_0","nonzerocount.num","num_var45_ult3","f_ratio_num_var42_saldo_var42","saldo_var5","new_ftr_ult1_ult3_ratio_num_var45","f_num_3_sum_num","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_var30_0","ind_comb_rank","var15","saldo_var42","n0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_3","f_diff_var_15_larger","0.839568","0.818308","0.832117","0.823453","0.835588","0.828044","0.834375","0.804207","0.817856","0.828539"
"abs_f_ratio_num_var30_saldo_var30","f_num_3_sum_num","num_meses_var5_ult3","imp_trans_var37_ult1","num_var45_ult1","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_ult13","num_var45_ult3","var15","var15_ratio","var38","f_diff_var_15_var_36_rank","new_ind_var30_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_imp_op_var41_comer_ult13","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var42","0.828396","0.823445","0.837747","0.824587","0.824549","0.809603","0.83205","0.82621","0.833061","0.846776"
"saldo_var30","f_diff_var_15_var_36_rank","var36","f_diff_saldo_var5_saldo_medio_var5_hace3","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_3_sum_num","max.saldo","f_ratio_num_var42_saldo_var42","saldo_var42","num_of_used","f_diff_saldo_medio_var5_ult13","var38","saldo_medio_var5_ult1","f_diff_num_var30_4","new_num_var30_0","f_diff_var_15_larger","saldo_medio_var5_hace2","imp_op_var41_efect_ult3","abs_f_ratio_num_var30_saldo_var30","0.827837","0.816497","0.835368","0.811707","0.820339","0.827245","0.834465","0.808566","0.813999","0.844497"
"var15_ratio","new_ind_group5_sum","ind_comb_rank","ind_var5","saldo_medio_var5_hace3","num_var5","abs_f_diff_saldo_var5_30","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_8_ult11","var38","new_num_var30_0","new_num_group5_prcnt","imp_op_var39_ult1","abs_f_ratio_num_var30_saldo_var30","num_var22_ult1","f_diff_var_15_larger","new_num_sum","imp_op_var41_ult1","num_var35","imp_ent_var16_ult1","0.833171","0.841635","0.819114","0.820654","0.838348","0.830049","0.824367","0.825628","0.819961","0.840439"
"var38","num_meses_var5_ult3","new_num_sum","saldo_medio_var8_ult1","saldo_var42","ind_comb_rank","num_var45_hace2","ind_var30","num_var22_hace3","f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","new_ftr_ult1_ult3_ratio_num_var45","var36","imp_op_var41_efect_ult1","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_8_ult11","new_num_group5_sum","saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.840706","0.810663","0.839426","0.827427","0.801606","0.800923","0.803227","0.803138","0.83278","0.845432"
"var15","imp_op_var41_efect_ult1","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_38","num_var22_hace3","n0","new_num_group5_prcnt","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var8_ult1","new_ind_var30_0","f_diff_num_var30_4","sald0_quantile_diff_2","f_diff_var_15_larger","new_ind_sum","num_med_var22_ult3","abs_f_diff_saldo_var5_30","new_num_sum","var15_ratio","sald0_quantile_diff_3","abs_f_ratio_num_var30_saldo_var30","0.835567","0.831355","0.835155","0.821693","0.831696","0.826104","0.837939","0.824382","0.832587","0.831249"
"var38","saldo_var5","n0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var30","num_med_var45_ult3","abs_f_diff_num_var30_4","var15_ratio","saldo_var30","new_ind_var5_0","num_of_used","new_num_group5_prcnt","f_diff_imp_op_var41_efect_comer_ult1","num_var5","num_meses_var39_vig_ult3","num_quantile_diff_1","f_num_3_sum_num","0.840811","0.839612","0.835492","0.818724","0.815796","0.827639","0.836887","0.815021","0.828387","0.844974"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var22","num_var35","f_diff_saldo_var5_saldo_medio_var5_hace3","num_med_var45_ult3","f_ratio_num_var42_saldo_var42","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var30","max.saldo","var15","saldo_medio_var5_ult3","new_num_group5_prcnt","new_ind_0_group5_sum","ind_var5","f_diff_var_15_var_36_rank","f_diff_var_15_var_36_less_60","new_ind_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","imp_op_var41_ult1","0.828384","0.824804","0.822899","0.812119","0.819657","0.808274","0.817066","0.810849","0.821045","0.839412"
"f_diff_saldo_medio_var5_ult13","num_var30","abs_f_diff_imp_op_var41_efect_comer_ult1","max.saldo","sald0_quantile_diff_3","saldo_medio_var5_hace2","var15_ratio","ind_comb_rank","saldo_var8","saldo_medio_var5_ult1","new_ind_var30_0","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_ult13","new_ftr_ult1_ult3_ratio_num_var22","f_diff_var_15_larger","abs_f_diff_num_var30_4","num_var42","num_var45_hace2","f_diff_saldo_var5_saldo_medio_var5_ult1","ind_var30","0.824059","0.826762","0.827715","0.809255","0.814048","0.813241","0.812863","0.811507","0.818439","0.833499"
"f_ratio_num_var42_saldo_var42","imp_op_var39_ult1","f_diff_var_15_var_36_less_60","saldo_var30","var15_ratio","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var35","num_meses_var5_ult3","saldo_medio_var5_hace3","abs_f_diff_num_var30_4","num_var5","nonzerocount.saldo","f_diff_var_15_var_38","ind_comb_rank","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","num_var30","0.834366","0.83254","0.827603","0.81503","0.835749","0.818633","0.834995","0.808867","0.826722","0.845349"
"var15","f_diff_var_15_var_38","new_ftr_ult1_ult3_ratio_num_var45","var15_ratio","f_diff_saldo_medio_var5_ult13","max.saldo","num_var22_ult3","saldo_var30","f_ratio_num_var42_saldo_var42","saldo_var8","num_var35","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var41_ult1","saldo_medio_var5_hace2","f_diff_var_15_larger","0.840368","0.830966","0.823823","0.801897","0.836851","0.830505","0.838466","0.807123","0.826292","0.838133"
"f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_imp_op_var41_efect_comer_ult1","num_of_used","abs_f_ratio_num_var30_saldo_var30","saldo_var42","sald0_quantile_diff_2","saldo_medio_var8_ult1","new_num_var5_0","f_diff_imp_op_var39_comer_ult13","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_cutpoint_smaller","var38_ratio","saldo_medio_var5_hace2","f_diff_imp_op_var41_efect_ult13","var15_ratio","num_var22_ult1","f_diff_var_15_var_38","f_num_quan_70_sum_saldo","saldo_medio_var5_ult3","ind_var5","0.842676","0.841712","0.834014","0.820173","0.838825","0.810461","0.835072","0.811166","0.832189","0.846544"
"abs_f_diff_num_var30_4","ind_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_larger","f_ratio_num_var42_saldo_var42","saldo_var37","num_of_used","num_var42","f_diff_num_var22_ult3_num_med_var45_ult3","new_num_var30_0","new_num_sum","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_hace2","max.saldo","num_var45_hace3","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","imp_op_var41_efect_ult1","var38_ratio","nonzerocount.saldo","0.839905","0.842316","0.836587","0.822357","0.83889","0.810353","0.839285","0.803736","0.835353","0.849436"
"num_var45_hace2","saldo_var42","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_var5_saldo_medio_var5_ult1","sald0_quantile_diff_2","num_med_var22_ult3","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_prcnt","f_diff_saldo_medio_var5_ult13","var38_ratio","var36","new_ind_group5_sum","f_diff_var_15_var_36_rank","abs_f_diff_num_var30_4","max.saldo","f_diff_var_15_var_36_less_60","new_num_sum","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.839541","0.836721","0.836717","0.825423","0.833763","0.826993","0.83304","0.823451","0.805311","0.842101"
"saldo_var8","f_num_quan_70_sum_saldo","num_var22_ult3","abs_f_diff_saldo_var5_42","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_prcnt","f_diff_var_15_var_38","f_num_non_zero_sum_ind","new_ind_var30_0","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15","new_ind_0_group5_sum","var38_ratio","num_of_used","num_var4","f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_8_ult11","num_var45_hace3","0.819601","0.840655","0.813016","0.825812","0.83467","0.829296","0.836704","0.826212","0.835066","0.846315"
