"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"ind_var30","f_diff_var_15_larger","saldo_var5","new_num_sum","saldo_var8","num_var45_ult3","f_diff_var_15_var_36_less_60","num_var22_ult3","nonzerocount.saldo","num_var30_0","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","new_ind_group5_sum","imp_op_var41_efect_ult1","var38","imp_op_var39_efect_ult3","num_var22_hace3","saldo_medio_var5_ult1","0.819803","0.820525","0.814967","0.811794","0.817406","0.810093","0.818301","0.804358","0.813104","0.823102"
"f_num_non_zero_sum_ind","var36","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_3","var38","f_ratio_num_var42_saldo_var42","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","f_diff_num_var30_4","new_ind_sum","max.saldo","num_var42","var15","num_var8_0","new_num_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","new_num_group5_sum","f_diff_var_15_var_36_cutpoint_smaller","0.837642","0.839574","0.833938","0.819601","0.816638","0.825698","0.834022","0.823047","0.802272","0.845305"
"f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_var5_0","f_diff_saldo_medio_var5_8_ult11","num_var30","var38_ratio","saldo_medio_var5_hace2","saldo_medio_var5_ult1","num_var45_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var39_ult1","saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","f_ratio_num_var42_saldo_var42","imp_ent_var16_ult1","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","var15","new_ind_sum","0.837136","0.837804","0.835167","0.824099","0.833848","0.829076","0.835707","0.823901","0.832963","0.844732"
"saldo_medio_var5_hace3","f_diff_num_var30_4","saldo_medio_var5_ult1","num_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var30_0","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var45_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","max.saldo","saldo_var30","var38","var15","new_ind_var30_0","f_num_3_sum_num","var36","f_diff_var_15_var_36_cutpoint_smaller","0.839702","0.840374","0.837707","0.818087","0.835357","0.812456","0.826048","0.809287","0.828846","0.846611"
"var38_ratio","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","ind_comb_rank","new_num_var30_0","saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","f_diff_saldo_medio_var5_ult13","new_ind_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ftr_ult1_ult3_ratio_num_var45","num_var45_ult3","num_quantile_diff_3","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","0.820069","0.822675","0.804286","0.808438","0.823359","0.807431","0.83377","0.802711","0.828823","0.835776"
"num_quantile_diff_1","imp_op_var41_comer_ult1","f_diff_num_var30_4","new_num_prcnt","new_num_var30_0","new_ftr_ult1_ult3_ratio_num_var45","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","new_num_sum","f_diff_var_15_var_36_rank","ind_comb_rank","n0","num_var42","num_var4","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_of_used","saldo_medio_var5_hace3","var15","new_ind_var5_0","num_var22_hace2","0.824722","0.827728","0.820076","0.804848","0.822669","0.803008","0.81683","0.801833","0.817506","0.830362"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var8_ult1","num_var45_hace2","f_num_non_zero_sum_ind","f_diff_var_15_larger","var38_ratio","new_num_group5_prcnt","new_num_var5_0","f_diff_saldo_medio_var5_8_ult11","sald0_quantile_diff_1","f_diff_var_15_var_38","new_num_sum","var15_ratio","f_num_quan_70_sum_saldo","imp_op_var41_ult1","ind_comb_rank","num_meses_var5_ult3","0.840025","0.825012","0.834524","0.821312","0.834262","0.807964","0.835224","0.822329","0.81157","0.84629"
"new_ftr_ult1_ult3_ratio_num_var22","abs_f_diff_saldo_var5_30","num_var42","imp_op_var39_efect_ult1","abs_f_diff_saldo_medio_var5_8_ult11","var15","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","imp_op_var41_ult1","new_num_group5_prcnt","saldo_var5","saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_ult13","var38","num_var22_hace3","abs_f_ratio_num_var5_saldo_var5","sald0_quantile_diff_2","ind_var5","new_num_prcnt","0.838","0.825732","0.837234","0.806425","0.836703","0.828552","0.83886","0.824524","0.833668","0.833817"
"sald0_quantile_diff_3","var15","new_num_prcnt","num_meses_var5_ult3","saldo_medio_var8_ult3","new_ind_0_group5_sum","saldo_medio_var5_ult3","new_ind_sum","f_diff_var_15_larger","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_hace2","num_med_var45_ult3","num_med_var22_ult3","saldo_medio_var5_ult1","var38_ratio","f_diff_imp_op_var39_comer_ult13","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var5_0","0.839173","0.837848","0.804848","0.823409","0.8343","0.828269","0.836351","0.823129","0.831617","0.842698"
"num_var45_hace3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_num_var45_ult13","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_hace2","saldo_medio_var8_ult1","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_medio_var5_ult13","new_ftr_ult1_ult3_ratio_num_var45","saldo_var37","imp_trans_var37_ult1","max.saldo","num_quantile_diff_3","var15","num_of_used","0.823704","0.825149","0.814983","0.810764","0.825802","0.8111","0.8277","0.803808","0.815161","0.835361"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","n0","f_num_non_zero_sum_ind","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","num_var45_hace2","saldo_medio_var5_hace3","num_meses_var39_vig_ult3","f_diff_var_15_var_38","abs_f_diff_num_var30_4","new_num_sum","saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_group5_prcnt","new_num_group5_sum","f_num_quan_70_sum_saldo","var15","f_diff_var_15_var_36_rank","0.840143","0.840274","0.835269","0.807337","0.835944","0.828849","0.836046","0.824429","0.831827","0.836689"
"new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_ult13","nonzerocount.saldo","f_diff_num_var30_4","f_diff_var_15_var_36_cutpoint_smaller","max.saldo","num_var35","abs_f_ratio_num_var30_saldo_var30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_medio_var5_ult1","f_diff_num_var45_ult13","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace2","saldo_medio_var8_ult1","n0","var38","abs_f_diff_saldo_medio_var5_ult13","0.834647","0.823477","0.830312","0.815096","0.815142","0.819169","0.827749","0.804545","0.807295","0.839852"
"f_ratio_num_var42_saldo_var42","new_ind_var30_0","f_diff_var_15_var_36_cutpoint_smaller","var36","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var45_hace3","new_num_sum","nonzerocount.num","max.saldo","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_less_60","f_diff_var_15_var_36_rank","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult3","f_diff_num_var30_4","new_ind_group5_sum","saldo_var37","new_num_group5_prcnt","0.838867","0.815688","0.83532","0.823725","0.813097","0.822666","0.808328","0.82268","0.830011","0.842881"
"saldo_var42","max.saldo","abs_f_diff_saldo_medio_var5_8_ult11","ind_var30","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var35","var15","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_sum","saldo_var30","f_diff_var_15_var_36_cutpoint_smaller","var38_ratio","ind_comb_rank","num_var45_ult1","var38","var15_ratio","f_num_non_zero_sum_ind","f_diff_var_15_larger","new_num_group5_prcnt","0.835729","0.839786","0.826139","0.810323","0.833767","0.824559","0.818673","0.809275","0.820665","0.840172"
"num_meses_var39_vig_ult3","abs_f_diff_saldo_medio_var5_ult13","num_var22_hace3","sald0_quantile_diff_2","var15","saldo_medio_var5_hace3","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.num","num_var42","f_diff_saldo_medio_var5_ult13","ind_var5","var38","imp_op_var39_ult1","num_var4","saldo_medio_var8_ult3","num_var45_ult3","new_ind_0_group5_sum","f_num_quan_70_sum_saldo","0.819947","0.822424","0.836752","0.818344","0.815846","0.805118","0.832244","0.802359","0.835051","0.836859"
"var38_ratio","new_num_group5_sum","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_imp_op_var41_efect_comer_ult1","new_ind_var30_0","abs_f_diff_num_var30_4","f_diff_var_15_var_38","ind_comb_rank","n0","var15","f_diff_var_15_var_36_rank","saldo_medio_var5_ult1","saldo_var30","new_ind_sum","num_var4","imp_op_var39_efect_ult1","num_var45_ult3","var15_ratio","0.841929","0.842333","0.818228","0.82354","0.83614","0.814681","0.83843","0.824368","0.834674","0.846205"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var8_ult1","max.saldo","ind_var5","var15_ratio","f_diff_var_15_var_36_rank","f_diff_num_var30_4","new_ind_var30_0","imp_op_var41_ult1","var15","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace3","f_diff_var_15_var_38","imp_op_var41_efect_ult3","new_num_sum","imp_op_var39_comer_ult3","f_diff_imp_op_var39_comer_ult13","abs_f_diff_saldo_medio_var5_ult13","saldo_var42","0.838294","0.83378","0.835512","0.824176","0.824589","0.827841","0.837134","0.808509","0.820431","0.828553"
"abs_f_diff_saldo_medio_var5_8_ult11","imp_op_var41_ult1","imp_trans_var37_ult1","saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","new_ind_0_group5_sum","new_ind_var30_0","num_quantile_diff_3","num_var22_ult3","new_num_group5_sum","var38_ratio","abs_f_diff_saldo_var5_30","num_var30","var15_ratio","num_med_var22_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_sum","f_diff_var_15_var_36_less_60","0.838895","0.841652","0.838858","0.821769","0.826244","0.832116","0.828835","0.825875","0.805535","0.849655"
"f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","num_of_used","max.saldo","num_var45_hace3","num_var45_hace2","num_var5","var15_ratio","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var30_4","f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace2","new_ind_var30_0","f_diff_saldo_medio_var5_8_ult11","new_num_var30_0","num_var22_hace2","0.840154","0.826686","0.83297","0.824043","0.835289","0.806818","0.834668","0.805194","0.819394","0.844923"
"n0","f_diff_var_15_var_36_rank","saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","ind_var5","saldo_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","f_diff_num_var45_ult13","saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","new_ind_var5_0","0.831235","0.819217","0.833352","0.8037","0.819846","0.800884","0.825347","0.815311","0.82242","0.835226"
"var15_ratio","f_diff_var_15_var_36_less_60","num_quantile_diff_3","n0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_quan_70_sum_saldo","saldo_medio_var5_hace3","num_var4","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var22_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","new_num_sum","imp_op_var39_ult1","var38","f_diff_var_15_var_38","0.839058","0.822354","0.835782","0.826096","0.831639","0.828666","0.834261","0.823062","0.832999","0.8455"
"saldo_medio_var8_ult3","num_meses_var39_vig_ult3","imp_ent_var16_ult1","abs_f_ratio_num_var5_saldo_var5","num_var30","f_diff_saldo_medio_var5_8_ult11","saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_med_var45_ult3","saldo_var8","abs_f_ratio_num_var30_saldo_var30","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_ult1","f_diff_saldo_medio_var5_ult13","num_var4","var15","f_num_3_sum_num","0.832673","0.818778","0.813406","0.80911","0.820771","0.819319","0.810024","0.804402","0.804192","0.82671"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var5","new_num_sum","saldo_medio_var5_ult1","var15","abs_f_diff_num_var30_4","saldo_medio_var5_hace2","var38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_group5_sum","num_quantile_diff_3","num_meses_var39_vig_ult3","new_num_prcnt","new_ind_0_group5_sum","num_var30","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_var30_0","f_diff_var_15_var_38","0.819533","0.82363","0.832908","0.815467","0.834697","0.800759","0.836512","0.81994","0.831387","0.845914"
"saldo_medio_var8_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15","ind_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_medio_var5_ult3","saldo_var42","num_var5","var15_ratio","var36","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_ult1","new_ind_var5_0","new_num_prcnt","num_var4","num_of_used","0.82193","0.827544","0.821746","0.812209","0.814557","0.807087","0.811676","0.80252","0.809725","0.82332"
"saldo_var42","f_diff_var_15_var_36_less_60","saldo_var8","f_diff_saldo_medio_var5_ult13","num_var22_hace3","var38","num_var22_ult3","imp_op_var39_comer_ult1","var15_ratio","abs_f_diff_saldo_var5_42","num_meses_var5_ult3","new_num_var5_0","f_diff_num_var43_emit_recib_ult1","saldo_var30","num_var42","abs_f_diff_saldo_medio_var5_ult13","ind_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult3","0.840907","0.825599","0.834638","0.819865","0.830087","0.82635","0.823182","0.808506","0.831056","0.838499"
"abs_f_diff_saldo_var5_30","var15_ratio","saldo_medio_var5_ult3","f_diff_num_var30_4","imp_op_var39_ult1","new_num_group5_prcnt","f_diff_var_15_larger","ind_var30","new_ftr_ult1_ult3_ratio_num_var22","new_ind_var5_0","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_num_var30_0","saldo_var5","saldo_var30","sald0_quantile_diff_1","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_36_less_60","f_num_quan_70_sum_saldo","saldo_medio_var5_ult1","0.833938","0.827411","0.814187","0.813466","0.817785","0.810554","0.828944","0.804326","0.825495","0.821338"
"num_var4","max.saldo","saldo_medio_var5_hace3","new_ind_var30_0","saldo_medio_var5_ult3","f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var45_hace3","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_8_ult11","var15","nonzerocount.saldo","ind_comb_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var45_ult13","var38","0.838358","0.827785","0.834977","0.816568","0.819399","0.804324","0.834164","0.808604","0.829948","0.843391"
"num_var22_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","new_ind_sum","saldo_medio_var5_hace3","var15","f_ratio_num_var42_saldo_var42","num_meses_var5_ult3","f_diff_num_var45_ult13","new_ind_0_group5_sum","f_diff_imp_op_var41_efect_comer_ult1","num_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_larger","num_var35","saldo_medio_var5_hace2","var36","0.823675","0.834732","0.826472","0.81001","0.815691","0.809553","0.831303","0.81977","0.826719","0.830358"
"ind_var5","nonzerocount.num","imp_op_var39_comer_ult3","abs_f_diff_saldo_medio_var5_8_ult11","num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","new_ind_group5_sum","abs_f_ratio_num_var5_saldo_var5","ind_var30","num_of_used","f_diff_saldo_medio_var5_ult13","saldo_var30","f_diff_var_15_larger","var15","saldo_medio_var5_ult1","num_var45_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var4","0.827531","0.827933","0.825051","0.813327","0.823094","0.812947","0.830314","0.805716","0.824021","0.834884"
"saldo_var5","num_var45_hace3","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","f_diff_var_15_larger","new_num_prcnt","nonzerocount.saldo","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_hace2","var15_ratio","ind_var30","new_num_sum","new_ind_group5_sum","imp_op_var41_ult1","saldo_var30","f_diff_saldo_medio_var5_8_ult11","num_med_var22_ult3","num_quantile_diff_3","0.832682","0.830792","0.8189","0.812542","0.825435","0.817514","0.813872","0.803533","0.829437","0.828976"
"abs_f_diff_num_var30_4","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","new_num_prcnt","ind_var5","saldo_var42","imp_op_var41_comer_ult3","max.saldo","f_diff_num_var45_ult13","num_meses_var39_vig_ult3","saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_ult13","num_meses_var5_ult3","saldo_medio_var5_ult3","abs_f_ratio_num_var5_saldo_var5","var15_ratio","nonzerocount.saldo","ind_var30","ind_comb_rank","0.828045","0.823431","0.829348","0.802976","0.828849","0.818952","0.827226","0.815473","0.815663","0.82955"
"f_diff_imp_op_var41_comer_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","f_num_3_sum_num","n0","saldo_var42","f_diff_saldo_medio_var5_ult13","ind_comb_rank","imp_ent_var16_ult1","sald0_quantile_diff_3","var38","num_med_var45_ult3","var15_ratio","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","saldo_var30","num_var35","abs_f_ratio_num_var5_saldo_var5","f_diff_num_var22_ult3_num_med_var45_ult3","0.83464","0.826962","0.818297","0.817472","0.834916","0.826587","0.836617","0.808078","0.832375","0.839591"
"imp_trans_var37_ult1","imp_op_var41_efect_ult3","num_of_used","ind_comb_rank","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","n0","num_meses_var39_vig_ult3","var38","abs_f_diff_saldo_var5_30","saldo_var42","num_var45_hace2","sald0_quantile_diff_2","f_num_non_zero_sum_ind","f_num_quan_70_sum_imp","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","nonzerocount.num","0.838632","0.842627","0.835035","0.823982","0.823877","0.827983","0.836359","0.824627","0.832127","0.84602"
"new_num_prcnt","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","n0","var38_ratio","num_med_var22_ult3","ind_var5","saldo_medio_var5_hace3","new_num_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","saldo_var30","saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_num_var30_4","var15","new_ind_sum","f_diff_var_15_var_38","0.82868","0.829295","0.837504","0.821415","0.835914","0.829123","0.83758","0.826637","0.825406","0.836457"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var42","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var5_saldo_var5","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","max.saldo","num_var22_ult1","var15_ratio","saldo_medio_var5_ult3","new_num_var5_0","f_diff_num_var45_ult13","f_ratio_num_var42_saldo_var42","new_num_var30_0","0.828524","0.817121","0.828771","0.804288","0.81938","0.820232","0.827394","0.801665","0.806667","0.827792"
"num_meses_var5_ult3","new_num_var30_0","num_meses_var39_vig_ult3","var38_ratio","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var30","new_ind_var5_0","new_ftr_ult1_ult3_ratio_num_var22","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","max.saldo","f_diff_saldo_medio_var5_ult13","new_num_group5_sum","num_var45_ult3","num_of_used","saldo_medio_var5_hace3","new_num_group5_prcnt","num_med_var22_ult3","n0","0.845824","0.840861","0.81683","0.826282","0.819098","0.808667","0.816387","0.807854","0.832931","0.829797"
"abs_f_ratio_num_var5_saldo_var5","num_var45_hace2","saldo_var8","abs_f_diff_saldo_medio_var5_ult13","new_ind_var5_0","ind_comb_rank","abs_f_diff_num_var30_4","num_med_var22_ult3","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_sum","f_diff_imp_op_var39_comer_ult13","num_var30","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15","saldo_var42","var38","0.829757","0.835344","0.830589","0.810817","0.833952","0.809747","0.83383","0.823056","0.8322","0.840067"
"new_num_prcnt","f_diff_var_15_var_36_cutpoint_smaller","f_num_non_zero_sum_ind","var38_ratio","var15","num_var30","num_var45_hace2","sald0_quantile_diff_1","f_diff_saldo_medio_var5_8_ult11","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_rank","num_meses_var39_vig_ult3","saldo_var30","imp_op_var39_ult1","num_var22_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","f_diff_var_15_var_36_less_60","num_quantile_diff_1","0.825767","0.837318","0.840303","0.813713","0.838516","0.833336","0.841362","0.807581","0.838179","0.831124"
"new_ftr_ult1_ult3_ratio_num_var22","max.saldo","num_var4","var15_ratio","num_var42","f_diff_var_15_larger","abs_f_diff_num_var30_4","saldo_medio_var5_ult1","f_num_3_sum_num","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","saldo_var5","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult3","new_ind_sum","new_num_var30_0","saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.820295","0.820112","0.826422","0.805845","0.826042","0.81632","0.814175","0.803391","0.819165","0.828942"
"saldo_medio_var8_ult3","num_var30","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult3","num_var45_hace2","saldo_var30","new_num_var30_0","sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_num_var30_4","num_var35","saldo_medio_var5_hace2","var15_ratio","abs_f_ratio_num_var5_saldo_var5","num_quantile_diff_3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_prcnt","0.832991","0.821612","0.82332","0.80927","0.815511","0.805111","0.81633","0.802441","0.81553","0.828981"
"f_num_3_sum_num","new_num_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_2","f_diff_var_15_larger","nonzerocount.num","num_var22_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","var15_ratio","num_var22_hace3","ind_var30","var38_ratio","saldo_var30","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace2","new_ind_var30_0","0.829204","0.825375","0.836974","0.819768","0.825027","0.830438","0.822588","0.811608","0.82817","0.831046"
"nonzerocount.num","new_num_group5_sum","imp_op_var39_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_prcnt","f_diff_num_var45_ult13","saldo_var5","var38","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_ult1","num_var45_ult3","ind_comb_rank","new_ind_var5_0","0.833219","0.840664","0.836651","0.824698","0.833973","0.803049","0.834657","0.823551","0.830704","0.826425"
"f_diff_var_15_var_38","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_ratio_num_var30_saldo_var30","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","imp_op_var41_ult1","f_num_quan_70_sum_saldo","num_meses_var39_vig_ult3","new_ind_sum","f_diff_var_15_larger","num_of_used","abs_f_diff_saldo_var5_30","f_num_3_sum_num","f_diff_num_var30_4","ind_comb_rank","0.822334","0.827267","0.827282","0.807459","0.825473","0.802739","0.832028","0.816634","0.827689","0.841541"
